Store;Date;Weekly_Sales;Holiday_Flag;Temperature;Fuel_Price;CPI;Unemployment;Product Name;Final Price;Brand;Categories
15;30.07.2010;619224.06;0;72.04;2.932;132.5983871;8.099;Uvplove Women's Pocket Wide Leg Trousers Lightweight Pants High Waist Button Loose Trouser Work Casual Business Pants,US Size XX-Large in Black;14.99;UVPLove;"[""Clothing"",""Womens Clothing"",""Womens Pants"",""Womens Pants""]"
15;11.11.2011;618949.82;0;47.13;3.719;136.4618065;7.866;Women's Vanity Fair 75345 Beauty Back Full Coverage Underwire Bra (Sheer Quartz Stripe 34D);35.46;Vanity Fair;"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Bras"",""Underwire Bras""]"
15;21.05.2010;616598.1;0;59.09;3.096;132.2230323;8.185;Pntutb Womens Skirt Clearance,Plus Size Women's Lace Patchwork High Waist Midi Skirt Gothic Pleated Skirt Rollback;6.99;PNTUTB;"[""Clothing"",""Womens Plus"",""Womens Plus Skirts""]"
15;04.11.2011;615121.78;0;43.39;3.738;136.475129;7.866;TheLovely Women & Plus Scoop Neck Sleeveless Round Hem Relaxed Fit Casual Tank Top;11.99;TheLovely;"[""Clothing"",""Womens Clothing"",""Womens Activewear"",""Womens Workout Tops"",""Workout Tank Tops""]"
15;05.11.2010;612987.64;0;40.29;3.049;132.9245806;8.067;INNERSY Men's Underwear Briefs Soft Comfy Classic Underwear Pack of 4 (M, Black);19.54;INNERSY;"[""Clothing"",""Mens Clothing"",""Mens Underwear"",""Mens Briefs""]"
15;08.06.2012;611390.67;0;59.35;3.871;138.1174194;8.15;Yalamila WhatsBedding Down Comforter Feather Duvet Insert Cotton Summer Cool White Goose Duck Down Comforter All Season Solid, Queen;56.99;Yalamila;"[""Home"",""Bedding"",""Comforters"",""Queen Comforters""]"
15;31.08.2012;610185.32;0;71.42;4.026;138.3771935;8.193;Men's NASA Space Shuttle Schematic Details  Long Sleeve Shirt Black 2X Large;17.99;NASA;"[""Clothing"",""Mens Clothing"",""Mens Shirts"",""Mens Graphic Tees""]"
15;19.11.2010;608200.81;0;44.1;3.138;132.9172;8.067;2-PACK Medgear 12-Pocket Women's Scrub Set with Silver Snap Detail & Contrast Trim;28.68;Medgear;"[""Clothing"",""Scrubs"",""Medgear Scrubs""]"
15;05.08.2011;607961.21;0;73.63;4.02;136.0540323;7.806;Softsoap Hand Soap Tablets Sparkling Lavender, Refill Tablets (3 Count);8.97;Softsoap;"[""Personal Care"",""Bath & Body"",""Hand Soaps""]"
15;15.04.2011;607691.36;0;48.63;3.981;134.2784667;7.658;Amay Rod Pocket Curtain Panel Draperies Beige 72 Inch Wide by 72 Inch Long-1 Panel;86.4;Amay's;"[""Home"",""Decor"",""Curtains & Window Treatments"",""Curtains"",""Shop Curtains""]"
15;09.09.2011;607593.51;1;67.59;3.93;136.2745806;7.806;"Efavormart 90""x132"" Wine Seamless Polyester Rectangular Tablecloth";12.8;eFavormart;"[""Home"",""Kitchen & Dining"",""Kitchen & Table Linens"",""Table Linens"",""Wedding Tablecloths""]"
15;22.07.2011;607475.44;0;79.97;3.972;135.8738387;7.806;"Walensee Non-Slip Bathroom Rugs Chenille Soft Striped Plush Bath Mat, 20"" x32"", Red";21.99;Walensee;"[""Home"",""Bath"",""Bathroom Rugs & Bath Mats"",""Bathroom Rugs & Bath Mats""]"
15;24.08.2012;606210.77;0;66.98;3.997;138.2814516;8.193;INGALIK 3 Inch Gel Memory Foam Mattress Topper California King Size, Mattress Pad Cover for Pressure Relief, Bed Topper with Removable Rayon Made from Cotton Cover, Soft & Breathable, White;129.97;INGALIK;"[""Home"",""Bedding"",""Mattress Toppers & Pads"",""Mattress Toppers""]"
15;26.08.2011;605413.17;0;69.19;3.906;136.2136129;7.806;Mellanni Sheet Set Iconic Luxury Brushed Microfiber, Deep Pocket Sheet, 4 Piece King Paisley Gray;39.97;Mellanni;"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Colored Sheets""]"
15;05.03.2010;605325.43;0;31.79;2.919;131.735;8.35;Comfortview Addi Bootie Short Ankle Boot Women's Winter Shoes (Wide Widths Available);56.69;Comfortview;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Booties""]"
15;12.03.2010;604173.59;0;41.39;2.938;131.784;8.35;"Ntbay 2 Pack Double Brushed Microfiber Queen Pillow Shams with 2"" Flange, Wrinkle, Fade, Stain Resistant Sham, 20""x30"", Pink";10.99;NT Bay;"[""Home"",""Bedding"",""Pillow Shams""]"
15;30.12.2011;603460.79;1;31.44;3.566;136.6432581;7.866;INGALIK 3 Inch Gel Memory Foam Mattress Topper California King Size, Mattress Pad Cover for Pressure Relief, Bed Topper with Removable Rayon Made from Cotton Cover, Soft & Breathable, White;129.97;INGALIK;"[""Home"",""Bedding"",""Mattress Toppers & Pads"",""Mattress Toppers""]"
15;21.10.2011;603318.89;0;51.67;3.757;136.5017742;7.866;U.S. Polo Assn. Men's Interlock Polo;30.62;U.S. Polo Assn.;"[""Clothing"",""Mens Clothing"",""Mens Shirts"",""Mens Polo Shirts""]"
15;22.10.2010;600395.73;0;47.1;3.049;132.8170968;8.067;Homy Casa Teens Task Home Office Chair Ergonomic Small Cute Chair, Lumbar Support Breathable Mesh Seat for Student,Lime Yellow;43.99;Homy Casa;"[""Home"",""Furniture"",""Office Furniture"",""Desk Chairs""]"
15;18.05.2012;600050.98;0;58.84;4.029;138.1065806;8.15;JuneFish Women's V-Neck Tee Summer Tshirts Casual Short Sleeve Tops Loose Blouse Fit Tunic;12.99;Junefish;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Tshirts for Women"",""Tshirts for Women""]"
15;19.08.2011;599488.98;0;70.41;3.942;136.183129;7.806;Maidenform Tailored Cotton Boyshort Dream Comfortable Non binding Stretch Soft Underwear;9.73;Maidenform;"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Panties"",""Womens Panties""]"
15;23.07.2010;598553.43;0;73.2;2.924;132.5825806;8.099;Hanes Essentials Men's Long Sleeve Cotton T-Shirt, Sizes S-3XL;10.0;Hanes;"[""Clothing"",""Fashion Brands"",""Hanes"",""Hanes Men"",""Hanes Mens T-Shirts""]"
15;17.02.2012;598502.83;0;30.26;3.874;137.2583103;7.943;Georgia Giant Work Boot Size 10.5(W);123.0;Georgia Boot;"[""Clothing"",""Shoes"",""Mens Shoes"",""Mens Wide Shoes""]"
15;29.10.2010;598301.5;0;55.09;3.055;132.8708387;8.067;Hanes Boys 4-18 ComfortSmart Short Sleeve Tee;6.85;Hanes;"[""Clothing"",""Kids Clothing"",""Boys Clothing"",""Boys Shirts"",""Boys Tshirts""]"
15;18.11.2011;597856.51;0;46.53;3.717;136.4666667;7.866;KingSize Men's Big & Tall Comfort Flex Full Elastic Shorts;36.05;Kingsize;"[""Clothing"",""Big and Tall"",""Big and Tall Shorts"",""Big and Tall Shorts""]"
15;14.05.2010;594385.2;0;47.13;3.112;132.152129;8.185;"WestinTrends Malibu 7 Piece Adirondack Outdoor Dining Set, All Weather Poly Lumber Patio Table and Chairs Furniture Set, 71"" Trestle Dining Table and 6 Adirondack Dining Chair, Turquoise";1685.99;WestinTrends;"[""Patio & Garden"",""Patio Furniture"",""Patio Sets"",""Patio Dining Sets"",""7 Piece Patio Dining Set""]"
15;20.05.2011;593941.9;0;57.19;4.202;134.6803871;7.658;Amay 800TC Organic Cotton California King Size Fitted Sheet ( 72X84 ) Fits Mattress Upto 12 -15 inches Parrot Green Stripe;52.2;Amay's;"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Cooling Sheets""]"
15;19.03.2010;593710.67;0;44.69;2.96;131.8242903;8.35;Bruno Marc Mens Classic Oxfords Shoes Fashion Casual Leather Shoes for Men Lace Up Comfort Oxford Shoes Lg19008M Tan Size 12;35.99;Bruno Marc;"[""Clothing"",""Shoes"",""Mens Shoes"",""Mens Oxfords Shoes""]"
15;20.07.2012;592369.22;0;75.31;3.732;138.2331935;8.193;PPYOUNG Womens Off Shoulder Long Sleeve Blouses Casual Tunic Tops;17.99;ppyoung;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Womens Tops""]"
15;26.03.2010;592111.49;0;39.53;2.963;131.863129;8.35;400 Thread Count White Cotton Sateen Hotel Stitch Duvet Cover in Scalloped Embroidery Twin/TwinXL White Border;104.0;Eiderdown DÈcor;"[""Home"",""Bedding"",""Shop Bedding""]"
15;08.10.2010;591603.79;0;52.19;2.903;132.7516667;8.067;Bare Home Flannel Sheet Set - 100% Cotton - Deep Pocket - 3 Pieces - Twin, Winter Alpine;51.99;Bare Home;"[""Home"",""Kids' Rooms"",""Kids' Bedding"",""Kids' Sheets""]"
15;13.07.2012;591335.5;0;72.62;3.689;138.263;8.193;SGI Bedding 16 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistant, Wrinkle Free, Anti-static, Decorative, Extra Storage Space, Clutter-Free | Queen, Light Gray;22.49;SGI bedding;"[""Home"",""Bedding"",""Bed Skirts""]"
15;12.08.2011;590836.37;0;70.63;3.995;136.144129;7.806;ChainsProMax Mens Rings Stainless Steel Size 13 Cuban Curb Link Ring Black Rings for Men;12.99;ChainsProMax;"[""Jewelry"",""Mens Jewelry & Watches"",""Mens Jewelry"",""Mens Jewelry""]"
15;03.08.2012;590739.62;0;73.13;3.819;138.1735806;8.193;"Hauteloom Holli Collection Antebi - Machine Washable Oriental Persian Hallway, Entryway, Kitchen Runner Rug - Neutral Vintage Distressed Boho Style - Beige, Brown, Cream - 2'7""x15'";128.7;Hauteloom;"[""Home"",""Decor"",""Rugs"",""Runner Rugs"",""All Runner Rugs""]"
15;10.08.2012;590453.63;0;73.99;3.863;138.1437742;8.193;Crocs Unisex Baya Clog Sandals;44.99;Crocs;"[""Clothing"",""Shoes"",""Water Shoes"",""Water Shoes""]"
15;28.10.2011;589842.69;0;45.54;3.757;136.4884516;7.866;"Amay Blackout Double Pinch Pleat Curtain Panel Drapes Brown 150""W x 96""L- 1Panel";145.6;Amay's;"[""Home"",""Decor"",""Curtains & Window Treatments"",""Curtains"",""Shop Curtains""]"
15;08.04.2011;587370.81;0;40.94;3.895;134.1777742;7.658;SHOWMALL Plus Size Tunic for Women Cold Shoulder Top Cream Leopard 2X Blouse Short Sleeve Clothing V Neck Shirts Summer Clothes;16.99;Showmall;"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]"
15;07.09.2012;587259.82;1;71.61;4.076;138.4729355;8.193;A2Y Women's Basic Casual Essentials 4-Button Junior-Fit PK Cotton Pique Polo Shirt Maroon XL;14.99;A2Y;"[""Clothing"",""Juniors"",""Juniors Tops & T-Shirts"",""Juniors Blouses & Shirts""]"
15;17.09.2010;583210.87;0;57.94;2.846;132.7670667;8.099;Tony's Chocolonely 51% Dark Chocolate Bar with Almonds and Sea Salt;4.86;Tony's Chocolonely;"[""Food"",""Candy"",""Chocolate"",""Chocolate Bars""]"
15;11.02.2011;582864.35;1;21.64;3.416;133.260871;7.771;Bare Home Flannel Sheet Set - 100% Cotton - Deep Pocket - 3 Pieces - Twin, Winter Alpine;51.99;Bare Home;"[""Home"",""Kids' Rooms"",""Kids' Bedding"",""Kids' Sheets""]"
15;17.08.2012;579738.2;0;70.29;3.963;138.1857097;8.193;INGALIK 3 Inch Gel Memory Foam Mattress Topper California King Size, Mattress Pad Cover for Pressure Relief, Bed Topper with Removable Rayon Made from Cotton Cover, Soft & Breathable, White;129.97;INGALIK;"[""Home"",""Bedding"",""Mattress Toppers & Pads"",""Mattress Toppers""]"
15;11.05.2012;579539.95;0;54.23;4.055;138.0882667;8.15;"Zinus 8"" Calm Green Tea Cooling Gel Memory Foam Mattress, Pressure Relieving, Adult, King";259.0;Zinus;"[""Home"",""Furniture"",""Mattresses & Accessories"",""Shop Mattresses by Size"",""King Mattresses""]"
15;07.10.2011;579068.88;0;51.24;3.775;136.472;7.866;Romanstile 2 Pack Rectangle Tablecloth - Washable Table Cloth Resistance Microfiber Tablecloth Decorative Table Cover for Dining,Party,Outdoor,Tablecloths 60x84inch,Beige;16.99;Romanstile;"[""Home"",""Kitchen & Dining"",""Kitchen & Table Linens"",""Fabric Tablecloths""]"
15;04.05.2012;577868.38;0;51.04;4.124;138.0332;8.15;SGI Bedding 14 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistant, Wrinkle Free, Anti-static, Decorative, Extra Storage Space, Clutter-Free | Full, Chocolate;19.79;SGI bedding;"[""Home"",""Bedding"",""Bed Skirts""]"
15;29.07.2011;577511.02;0;74.67;4.004;135.9639355;7.806;Fantaslook Blouses for Women Pleated Short Sleeve Tunic Tops Dressy Casual Summer Shirts;14.99;Fantaslook;"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]"
15;15.10.2010;577011.26;0;49.96;2.999;132.7633548;8.067;Maidenform Tailored Cotton Boyshort Dream Comfortable Non binding Stretch Soft Underwear;9.73;Maidenform;"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Panties"",""Womens Panties""]"
15;05.10.2012;573498.64;0;59.57;4.151;138.8256;7.992;Muk Luks Soft Knit Matching Family Pajama Set , Grey Fairisle/Dogs, T/3X;24.99;MUK LUKS;"[""Clothing"",""Womens Clothing"",""Womens Pajamas & Loungewear"",""Womens Pajama Sets""]"
15;04.03.2011;573374.49;0;28.16;3.605;133.6141429;7.771;Champion Eco 9 oz. Pullover Hood (S700) Black, L;24.09;Champion;"[""Clothing"",""Mens Clothing"",""Mens Workout Clothing"",""Mens Workout Clothing""]"
15;27.07.2012;571190.83;0;73.9;3.82;138.2033871;8.193;Amay 800 Thread Count 100% Organic Cotton Full Size 1PC Flat Sheet (81x96 ) Lavender Striped;49.5;Amay's;"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Colored Sheets""]"
15;30.04.2010;570791.11;0;49.09;3.042;132.0644333;8.185;Casual Nights Women's Zipper Front House Dress Sleeveless Seersucker Housecoat Duster Lounger;20.87;Casual Nights;"[""Clothing"",""Womens Clothing"",""Womens Pajamas & Loungewear"",""Womens Nightshirts & Gowns""]"
15;16.03.2012;570611.23;0;47.42;4.021;137.5843871;7.943;Chiclily Women's Summer Dresses Casual T Shirt Dresses Black XL Short Sleeve Flowy Beach Sundress with Pockets;16.99;Chiclily;"[""Clothing"",""Womens Clothing"",""Womens Dresses"",""Casual Dresses""]"
15;01.10.2010;566945.95;0;59.69;2.84;132.7568;8.067;Ma Croix Men's Lightweight Jogger Elastic Bottom with Pockets, Up to 5XL;19.99;Ma Croix;"[""Clothing"",""Mens Clothing"",""Mens Pants"",""Mens Sweatpants""]"
15;23.03.2012;565481.88;0;58.92;4.054;137.6552903;7.943;"Efavormart 90""x132"" Wine Seamless Polyester Rectangular Tablecloth";12.8;eFavormart;"[""Home"",""Kitchen & Dining"",""Kitchen & Table Linens"",""Table Linens"",""Wedding Tablecloths""]"
15;26.02.2010;564883.2;0;29.87;2.91;131.686;8.35;CALIPESSA Womens Navy Blue Crease Detail Skinny Leggings Elastic Waist Casual Solid Pencil Pants;14.99;CALIPESSA;"[""Clothing"",""Womens Clothing"",""Womens Pants"",""Womens Pants""]"
15;24.02.2012;561137.06;0;33.18;3.917;137.3411034;7.943;Sanmadrola 100% Waterproof Sofa Anti Slip Couch Covers Machine Washable Furniture Covers Leakproof Sofa Slipcover for Dogs, Children, Pets, Gray, Sofa Oversize;39.99;SANMADROLA;"[""Home"",""Decor"",""Slipcovers"",""Couch Covers""]"
15;29.04.2011;560764.41;0;55.46;4.117;134.4357333;7.658;"Amay Blackout Double Pinch Pleat Curtain Panel Dark Green 50""W x 168""L- 1Panel";100.8;Amay's;"[""Home"",""Decor"",""Curtains & Window Treatments"",""Curtains"",""Shop Curtains""]"
15;13.04.2012;558585.13;0;43.52;4.187;137.868;8.15;The Brigitte Lace - Wirefree T-Shirt Bra;19.0;Leading Lady;"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Bras"",""Underwire Bras""]"
15;26.10.2012;558473.6;0;55.75;4.071;138.7281613;7.992;Chaco ZX/1 EcoTread Sandal Big Kid Burlap Heather;47.99;Chaco;"[""Clothing"",""Shoes"",""Sandals & Flip-Flops"",""Sandals & Flip-Flops""]"
15;30.03.2012;557547.25;0;42.65;4.098;137.7261935;7.943;Gogokids Kids Swim Jacket Life Vest Toddler Float Swimsuit with Adjustable Safety Straps Swimming Training Buoyancy Aid Swimwear Blue S, 2-3 Years;21.69;Gogokids;"[""Sports & Outdoors"",""Outdoor Sports"",""Water Sports"",""Life Jackets & Vests"",""Child Life Jackets""]"
15;04.02.2011;556550.85;0;20.69;3.4;133.1834194;7.771;wet n wild Color Icon 5 Pan Eye & Face Palette - Matte to Shimmer Glitter Full Bloomin';3.28;wet n wild;"[""Beauty"",""Beauty by Topic"",""Top-Rated Beauty"",""Shop All Top-Rated Beauty""]"
15;19.10.2012;555652.77;0;52.89;4.153;138.8336129;7.992;CARETOO Toddler Girl Clothes Outfits Casual Summer Plaid Shirt Shorts Headband Cotton Fabric 3pcs;14.99;CARETOO;"[""Clothing"",""Kids Clothing"",""Toddler Clothing"",""Toddler Girls (12M-5T) Clothing"",""Toddler Girls Outfit Sets""]"
15;28.09.2012;553901.97;0;57.13;4.158;138.7395;8.193;IDOPIP Women Metallic Gold Liturgical Praise Dance Dress Long Sleeve Lyrical Dancewear Worship Dress;25.99;IDOPIP;"[""Clothing"",""Womens Clothing"",""Womens Dresses"",""Womens Dresses""]"
15;12.10.2012;551799.63;0;49.12;4.186;138.9117;7.992;Bob's Red Mill Gluten Free Old Fashioned Rolled Oats 32 oz Pkg;7.42;Bob's Red Mill;"[""Food"",""Breakfast & Cereal"",""Oatmeal & Grits"",""Hot Cereal & Grits""]"
15;18.03.2011;551553.99;0;40.23;3.796;133.8492258;7.771;TheLovely Men & Women Long Sleeve Baseball Raglan Tee Shirt Top (S-3XL);14.39;TheLovely;"[""Sports & Outdoors"",""Sports"",""Baseball Gear & Equipment"",""All Baseball Gear & Equipments""]"
15;24.09.2010;548542.47;0;62.53;2.837;132.7619333;8.099;Renwick Jocelyn Modern Scroll Metal Platform California King Bed, Black;89.97;Renwick;"[""Home"",""Furniture"",""Bedroom Furniture"",""Beds"",""Platform Beds""]"
15;25.02.2011;547564.09;0;20.87;3.452;133.4921429;7.771;Woman Within Women's Plus Size Perfect Printed Three-Quarter-Sleeve V-Neck Tunic;19.95;Woman Within;"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]"
15;23.09.2011;545570.86;0;59.0;3.899;136.367;7.806;Womens Jeans Deep Relaxed-Fit Side Elastic Stretch 12;50.27;Lee;"[""Clothing"",""Young Adult"",""Young Adult Clothing"",""Young Adult Clothing""]"
15;09.03.2012;545120.67;0;36.97;4.021;137.5066897;7.943;VIP JEANS Teen Girls's Size Skinny Sleeveless Zip Jumpsuit Romper, Black Denim, Plus 24W;14.99;VIP Jeans;"[""Clothing"",""Juniors"",""Juniors Dresses & Rompers"",""Juniors Rompers & Jumpsuits""]"
15;16.09.2011;545052.34;0;62.1;3.937;136.3145;7.806;Eytino Plus Size Tops V Neck T Shirts Women Short Sleeve Tops Casual Summer Tshirts Loose Fit Tee Yellow 5X;14.99;Eytino;"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]"
15;31.12.2010;543754.17;1;26.54;3.336;132.8150323;8.067;Every Man Jack Coconut + Vanilla Hydrating Body Wash for Men, Naturally Derived, 16.9 oz;6.47;Every Man Jack;"[""Personal Care"",""Bath & Body"",""Body Wash"",""Mens Body Wash""]"
15;01.04.2011;542556.05;0;30.34;3.811;134.0682581;7.658;UVPLOVE Womens 2023 Fall Casual Turtleneck Batwing-Sleeved Chunky Oversized Ribbed Knit Tunic Sweaters in Pullover Style;29.99;UVPLove;"[""Clothing"",""Womens Clothing"",""Womens Workwear"",""Womens Workwear Sweaters""]"
15;02.03.2012;541292.64;0;33.24;3.983;137.4238966;7.943;NELEUS Men's Workout Athletic Pants Running Sweatpants With Pockets Relaxed Fit,Black+Gray,US Size L;32.98;NELEUS;"[""Clothing"",""Mens Clothing"",""Mens Workout Clothing"",""Mens Workout Pants""]"
15;14.10.2011;537300.94;0;61.3;3.744;136.5150968;7.866;Catherines Women's Plus Size Beaded 3-Piece Cardigan Pant Set;86.79;Catherines;"[""Clothing"",""Womens Plus"",""Plus Size Pants"",""Plus Size Pants""]"
15;11.03.2011;537035.28;0;34.27;3.752;133.7361429;7.771;Womens Jeans Deep Relaxed-Fit Side Elastic Stretch 12;50.27;Lee;"[""Clothing"",""Young Adult"",""Young Adult Clothing"",""Young Adult Clothing""]"
15;20.04.2012;534780.57;0;54.47;4.17;137.9230667;8.15;Russell Athletic Boys Active Woven Basketball Short, Sizes 4-18 & Husky;8.0;Russell Athletic;"[""Clothing"",""Savings"",""Kids & Baby Savings"",""Shop all kids""]"
15;21.09.2012;533161.64;0;60.34;4.203;138.6534;8.193;Whale Flotilla 3-Piece King Quilt Set, Soft Embossed Bedding Set, Lightweight Bedspread Coverlet with Damask Vintage Pattern, Reversible Bed Cover for All Seasons, Bone;29.99;Whale Flotilla;"[""Home"",""Kids' Rooms"",""Kids' Bedding"",""Kids' Quilts""]"
15;14.09.2012;527509.76;0;65.44;4.088;138.5673;8.193;Softsoap Hand Soap Tablets Sparkling Lavender, Refill Tablets (3 Count);8.97;Softsoap;"[""Personal Care"",""Bath & Body"",""Hand Soaps""]"
15;27.04.2012;527402.62;0;41.57;4.163;137.9781333;8.15;Zbar - Chocolate Chip and Iced Oatmeal Cookie - Variety Pack - Soft Baked Whole Grain Snack Bars - USDA Organic - Non-GMO - Plant-Based - 1.27 oz. (24 Count);19.98;ZBAR;"[""Food"",""Pantry"",""Back to routines"",""Lunchbox favorites""]"
15;25.03.2011;527389.28;0;32.63;3.789;133.9587419;7.771;Maybelline Color Sensational Elixir Lip Lacquer, Caramel Infused;11.19;Maybelline;"[""Beauty"",""Beauty by Top Brands"",""Maybelline New York"",""Maybelline Lip Makeup""]"
15;03.02.2012;523831.64;0;35.3;3.796;137.0632581;7.943;Rose Water & Chamomile Conditioner for Dry Hair;11.99;Aveeno;"[""Beauty"",""Beauty by Top Brands"",""Aveeno"",""Aveeno Hair Care""]"
15;30.09.2011;521297.31;0;64.87;3.858;136.4195;7.806;Yalamila WhatsBedding Down Comforter Feather Duvet Insert Cotton Summer Cool White Goose Duck Down Comforter All Season Solid, Queen;56.99;Yalamila;"[""Home"",""Bedding"",""Comforters"",""Queen Comforters""]"
15;06.01.2012;516087.65;0;30.24;3.585;136.698129;7.943;Sports Bra for Women High Impact V-Back Gym Yoga Strappy Padded Racerback Bras Large Bust Exercise Athletic Bras;9.99;FITOP;"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Bras"",""Womens Sports Bras"",""High Support""]"
15;07.01.2011;509640.77;0;30.53;3.351;132.8823226;7.771;All Season Camel 3 Piece Twin Size Down Alternative Comforter Set with Corner Tabs;29.99;HIG;"[""Home"",""Bedding"",""Comforters"",""Comforter Sets""]"
15;20.01.2012;492721.85;0;21.39;3.705;136.8564194;7.943;StarBay Women's Graphic Print Comfort Platform Wedges in Tan;7.99;Starbay;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Shoes""]"
15;21.01.2011;487311.03;0;21.84;3.391;133.0285161;7.771;Casual Nights Women's Zipper Front House Dress Sleeveless Seersucker Housecoat Duster Lounger;20.87;Casual Nights;"[""Clothing"",""Womens Clothing"",""Womens Pajamas & Loungewear"",""Womens Nightshirts & Gowns""]"
15;28.01.2011;481119.6;0;19.61;3.402;133.1059677;7.771;Unique Loom Rounded Trellis Frieze Rug Ivory/Gray 2' x 10' Runner Trellis Traditional Perfect For Bathroom Hallway Mud Room Laundry Room;39.99;Unique Loom;"[""Home"",""Decor"",""Rugs"",""Runner Rugs"",""All Runner Rugs""]"
15;14.01.2011;479424.2;0;19.53;3.367;132.9510645;7.771;Women's Between-Seasons Jacket, Multiple Pockets, Short Boyfriend Coat;18.99;Eurivicy;"[""Clothing"",""Womens Clothing"",""Womens Activewear"",""Womens Activewear""]"
15;27.01.2012;466045.63;0;30.87;3.737;136.9598387;7.943;"PABUBE Kitchen Rug and Mat Kitchen Mat Anti Fatigue, Non Slips Kitchen Floor Mat, Kitchen Rug or Mat Washable, 17""x 59"", Gray";23.99;PABUBE;"[""Home"",""Decor"",""Rugs"",""Anti-Fatigue Mats""]"
15;13.01.2012;454183.42;0;36.26;3.666;136.753;7.943;Bakell - Royal Gold Tinker Dust (5g, x1 Jar) Edible Glitter for Cake Decorating, Cupcakes, Cookies and Other Desserts;9.91;Bakell;"[""Party & Occasions"",""Party Supplies"",""Party Supplies by Color"",""Metallic Party Supplies"",""Metallic Decorative Baking""]"
16;24.12.2010;1004730.69;0;32.46;2.781;191.1430189;6.986;Dr. Scholl's Womens Nova Slip On Sneaker;49.99;Dr. Scholl's;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Sneakers"",""Womens Slip on Sneakers""]"
16;23.12.2011;950691.96;0;20.79;3.173;196.1713893;6.232;Avia Women's Micro Performance Sport No Show Liner Socks, 6-Pack;7.97;Avia;"[""Clothing"",""Womens Clothing"",""Womens Socks, Hosiery & Tights"",""Womens Socks"",""Womens Novelty Socks""]"
16;25.11.2011;712422.4;1;31.39;3.424;195.7704;6.232;Independent Trading Co. Womens Lightweight Cropped Hooded Sweatshirt, XS, Blush;22.1;Independent Trading Co.;"[""Clothing"",""Womens Clothing"",""Womens Activewear"",""Womens Activewear""]"
16;16.12.2011;679481.9;0;22.5;3.266;195.9841685;6.232;Bare Home Fitted Sheet - Premium 1800 Collection - Deep Pocket - Ultra-Soft Wrinkle Resistant - Twin XL, Light Blue;15.99;Bare Home;"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Colored Sheets""]"
16;30.12.2011;665861.06;1;23.91;3.119;196.3586101;6.232;Drecage Toddler Boys Girls Cute Cartoon Clogs Kids Lightweight Garden Shoes Beach Pool Sandals;15.99;Drecage;"[""Clothing"",""Shoes"",""Kids Shoes"",""Toddler Shoes"",""Toddler Sandals""]"
16;26.11.2010;651837.77;1;23.46;2.742;191.0121805;6.986;Riviera Sun Rasta Short Sleeve Umbrella Dresses for Women 21929-S (Rasta 2, Medium);14.99;Riviera Sun;"[""Clothing"",""Womens Clothing"",""Womens Dresses"",""Womens Dresses""]"
16;17.12.2010;648652.01;0;26.01;2.778;191.0303376;6.986;Snailax Vibration Foot Massager with Heat, Adjustable Foot Massager Machine with App Control, Gifts;69.99;Snailax;"[""Health and Medicine"",""Massage"",""Shop all Massagers""]"
16;06.07.2012;641763.53;0;70.49;3.646;197.8322195;6.061;(2 pack) Softsheen-Carson Dark and Lovely Fade Resist Rich Conditioning Hair Color, Permanent Hair Dye, 377 Sunkissed Brown;13.96;Dark and Lovely;"[""Beauty"",""Hair Care"",""Hair Color"",""Conditioning Hair Color""]"
16;08.07.2011;634634.66;0;65.0;3.54;193.1878448;6.338;Yalamila WhatsBedding 2 Pieces Bed in a Bag Comforter Set Duvet Insert,Reversible,Pink,Twin;31.99;Yalamila;"[""Home"",""Bedding"",""Bedding Sets"",""Bed In A Bag""]"
16;09.07.2010;614253.33;0;61.79;2.711;189.5231276;6.868;JWD Plus Size Tops For Women Lace Sleeve Blouse Waffle Knit Long Sleeve Shirts Navy Blue-1X;19.99;JWD;"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]"
