Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,PRODUCT_NAME,DEPARTMENT,CATEGORY,SKU,SELLER,BRAND,PRICE_CURRENT,PRICE_RETAIL,REVIEW_COUNT,REVIEW_RATING,RunDate
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,Queen Helene Original Formula Antioxidant Grape Seed Extract Peel Off Masque 6 oz,Skin Care,Face Masks,26960080,The Beauty Bazaar Plus,Queen Helene,7.85,7.85,28,4.7,2022-03-20 03:01:11
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,"Freeman Deep Clearing Facial Clay Mask + Cleanser, Manuka Honey + Tea Tree Oil 6 oz (Pack of 6)",Skin Care,Face Masks,965395061,Pharmapacks,,24.63,24.63,0,0.0,2022-03-20 03:01:11
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,"Freeman Feeling Beautiful Face Mask, Charcoal & Black Sugar Mud",Skin Care,Face Masks,170663743,Overstock Drugstore,Freeman,8.85,8.85,886,4.3,2022-03-20 03:01:11
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,"Dr. Hauschka Revitalizing Face Mask, 1 Oz",Skin Care,Face Masks,169868210,Euro Pharm,,35.0,58.0,0,0.0,2022-03-20 03:01:11
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,"Ccdes Face Slimming Bandage, Face-Lift Belt Mask Double Chin Skin Strap",Skin Care,Face Masks,844789730,BRRNOO,Ccdes,6.69,12.19,0,0.0,2022-03-20 03:01:11
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,Image Skincare Vital C Hydrating Enzyme Masque 6 oz - Large Pro Size,Skin Care,Face Masks,549723084,WellnessCenter,Image Skin Care,49.49,49.49,0,0.0,2022-03-20 03:01:11
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,"Pacifica Wake Up Beautiful, Super Hydration Sleepover Mask, 2 fl oz (59 ml)",Skin Care,Face Masks,883089182,Vitabox,,15.19,15.19,389,4.8,2022-03-20 03:01:11
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,Blithe Patting Splash Mask - Soothing Green Tea,Skin Care,Face Masks,734436508,Walmart.com,Blithe,22.5,45.0,3,2.3,2022-03-20 03:01:11
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,"Formula 10.0.6 Draw It All Out, Skin-Detoxing Peel Beauty Mask, Charcoal + Plum, 3.4 fl oz (100 ml)",Skin Care,Face Masks,312267855,RSB Sales Group,Formula 10.0.06,11.83,11.83,1,5.0,2022-03-20 03:01:11
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,Food Grade Sodium Bentonite Clay (5 Pounds),Skin Care,Face Masks,361814668,Belle Chemical LLC,Belle Chemical,21.99,21.99,10,3.4,2022-03-20 03:01:11
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,"Yes To Tomatoes Acne Fighting Paper Mask, 1 ea (Pack of 4)",Skin Care,Face Masks,312280959,Pharmapacks,Yes To,17.2,17.2,1,5.0,2022-03-20 03:01:11
2,2012-01-20,1711769.11,0,51.7,3.268,219.6258417,7.057,BCL Japan Saborino Morning Care 3-in-1 Face Mask (32 sheets/304ml) Jumbo Pack,Skin Care,Face Masks,570695987,Galaxy Entry International,BCL,17.49,17.49,0,0.0,2022-03-20 03:01:11
2,2012-01-27,1660906.14,0,50.5,3.29,219.7188636,7.057,Nylea Blackhead Remover Mask Removes Blackheads - Purifying Quality Black,Skin Care,Face Masks,460474368,Gameriza inc,Nylea,14.85,14.85,6,3.7,2022-03-20 03:01:11
2,2012-02-03,1935299.94,0,55.21,3.36,219.8118854,7.057,"Clean & Clear Night Relaxing & Purifying Clay Face Mask, 1.7 oz",Skin Care,Face Masks,879649066,RADICAI LOGISTICS,Clean & Clear,8.48,8.48,305,4.3,2022-03-20 03:01:11
2,2012-02-10,2103322.68,1,46.98,3.409,219.9049073,7.057,Ardorlove 60pcs Gold Collagen Eye Mask Essence Remove Dark Circles Whitening Firming Sleep Mask Moisturizing Patches,Skin Care,Face Masks,832279688,Joybuy Express,Ardorlove,12.47,14.67,2,4.0,2022-03-20 03:01:11
2,2012-02-17,2196688.46,0,43.82,3.51,220.0651993,7.057,IMAGE Skincare Restoring Overnight Retinol Face Mask 1.7 Oz,Skin Care,Face Masks,856809225,Premium365,Image Skin Care,92.59,92.59,0,0.0,2022-03-20 03:01:11
2,2012-02-24,1861802.7,0,54.63,3.555,220.275944,7.057,2 Blackhead Remover Strips + 1 Charcoal Peel Off Face Mask + 1 Extractor Tool,Skin Care,Face Masks,490605004,Cedar Hill Industries LLC,NutraHerb,14.95,14.95,1,5.0,2022-03-20 03:01:11
2,2012-03-02,1952555.66,0,58.79,3.63,220.4866886,7.057,Dr. Jart+ Ceramidin Facial Barrier Mask 5 PCS,Skin Care,Face Masks,664589865,BeautyPOP,Dr. Jart+,14.99,14.99,0,0.0,2022-03-20 03:01:11
2,2012-03-09,1937628.26,0,57.11,3.669,220.6974332,7.057,MARIO BADESCU SILVER POWDER,Skin Care,Face Masks,439457338,"Mario Badescu Skin Care, Inc.",Mario Badescu,12.0,12.0,41,4.2,2022-03-20 03:01:11
2,2012-03-16,1976082.13,0,63.68,3.734,220.8498468,7.057,"Murad Murad Acne Clarifying Face Mask, 2.65 oz",Skin Care,Face Masks,175179441,LUXE BEAUTY CORNER,Murad,29.99,29.99,2,5.0,2022-03-20 03:01:11
2,2012-03-23,1790439.16,0,64.01,3.787,220.9244858,7.057,"QUEEN HELENE Mint Julep Masque, 12 oz (Pack of 2)",Skin Care,Face Masks,44605598,Pharmapacks,Queen Helene,15.31,15.31,2,5.0,2022-03-20 03:01:11
2,2012-03-30,1857480.84,0,66.83,3.845,220.9991248,7.057,Unisex Face Mask Protect Washable Cotton Comfy - Water proof - Black,Skin Care,Face Masks,698123959,xinlonyao,Catlerio,9.34,25.87,1,1.0,2022-03-20 03:01:11
2,2012-04-06,2129035.91,0,68.43,3.891,221.0737638,6.891,"6 Pack Neutrogena Hydro Boost and Hydrating Hydrogel Mask, 1 Ounce each",Skin Care,Face Masks,941735087,Mr. Medical,Neutrogena,15.23,15.23,0,0.0,2022-03-20 03:01:11
2,2012-04-13,1935869.1,0,68.08,3.891,221.1484028,6.891,"Clean & Clear Deep Action Peel Off Face Mask with Charcoal, 12 Masks",Skin Care,Face Masks,881739346,The Cosmetic Depot Company Inc,Clean & Clear,28.0,28.0,2,5.0,2022-03-20 03:01:11
2,2012-04-20,1847344.45,0,65.69,3.877,221.2021074,6.891,"Smyrna Collagen Eye Pads, Patches, Eye Mask - Repair and Moisturize Puffiness, Dark Circles, Puffy Eyes (20 Pairs)",Skin Care,Face Masks,173476216,Health & Beauty Products Central,Smyrna,11.25,11.25,11,3.6,2022-03-20 03:01:11
2,2012-04-27,1764133.09,0,67.2,3.814,221.255812,6.891,"Aztec Secret Indian Healing Clay Deep Pore Cleansing, 1 Pound",Skin Care,Face Masks,440353500,THE BEST OFFERS,Aztec Secret Indian Healing Clay,12.98,12.98,16,4.7,2022-03-20 03:01:11
2,2012-05-04,1923957.09,0,76.73,3.749,221.3095166,6.891,"JMsolution Water Luminous Golden Cocoon Mask (Black), 10 count",Skin Care,Face Masks,943603583,K-Pop Beauty,JMsolution,16.95,16.95,3,5.0,2022-03-20 03:01:11
2,2012-05-11,1917520.99,0,73.87,3.688,221.3632212,6.891,"Patchology Illuminate Flashmasque Facial Sheets, 4 Ct",Skin Care,Face Masks,159001517,Walmart.com,,30.0,30.0,46,4.8,2022-03-20 03:01:11
2,2012-05-18,2000940.67,0,71.27,3.63,221.380331,6.891,"Dermalogica Multivitamin Power Recovery Face Mask, 6 Oz",Skin Care,Face Masks,190218611,Ibeautyplace,Dermalogica,60.5,60.5,1,5.0,2022-03-20 03:01:11
2,2012-05-25,1912791.09,0,78.19,3.561,221.3828029,6.891,Skin Caviar Luxe Sleep Face Mask by La Prairie for Unisex - 1.7 oz Face Mask,Skin Care,Face Masks,143470497,Walmart.com,La Prairie,272.0,307.8,1,5.0,2022-03-20 03:01:11
2,2012-06-01,1910092.37,0,78.38,3.501,221.3852748,6.891,Pacinos Blackhead Remover Deep Cleansing Peel Off Black Mask Active Charcoal Tearing Charcoal Masque 1.69 oz,Skin Care,Face Masks,589517192,Pacinos Signature Line,Pacinos,14.99,14.99,1,2.0,2022-03-20 03:01:11
2,2012-06-08,2010216.49,0,78.69,3.452,221.3877467,6.891,Creative You D.I.Y. Gentle Glow Face Masks,Skin Care,Face Masks,798640901,Walmart.com,Creative You,15.24,15.24,1,3.9,2022-03-20 03:01:11
2,2012-06-15,1962924.3,0,80.56,3.393,221.4009901,6.891,Bentonite Clay 100 Natural Powder  Soothing Facial Mask for Healthy Vibrant Skin  Deep Cleans Pores (16 Ounces) by The Vitamin Shoppe,Skin Care,Face Masks,106361205,The Vitamin Shoppe,The Vitamin Shoppe,8.99,8.99,1,5.0,2022-03-20 03:01:11
2,2012-06-22,1887733.21,0,81.04,3.346,221.4411622,6.891,Blackhead Remover Nose Mask Pore Strip Black Mask Peeling Acne Treatment 30g,Skin Care,Face Masks,226348059,Joybuy,eTrainetc,8.84,8.84,2,5.0,2022-03-20 03:01:11
2,2012-06-29,1881046.12,0,86.32,3.286,221.4813343,6.891,"Yes To Tomatoes Detoxifying Charcoal Paper Face Mask Beauty Box, 10 Count",Skin Care,Face Masks,919868349,Bradley Sales,Yes To,9.96,9.96,1,5.0,2022-03-20 03:01:11
2,2012-07-06,2041507.4,0,84.2,3.227,221.5215064,6.565,"PCA Skin Revitalizing Face Mask, 2.1oz",Skin Care,Face Masks,145613869,Walmart.com,PCA Skin,31.99,62.0,1,5.0,2022-03-20 03:01:11
2,2012-07-13,1830075.13,0,80.17,3.256,221.5616784,6.565,"Freeman Deep Cleaning, Anti-Stress Facial Mask Collection - Variety Pack of 7",Skin Care,Face Masks,940750510,Walmart.com,Freeman,10.49,15.99,1,1.0,2022-03-20 03:01:11
2,2012-07-20,1819666.46,0,83.23,3.311,221.5701123,6.565,Hempz Exotic Green Tea & Asian Pear Exfoliating Herbal Cleansing Mud and Body Mask 6.76 oz,Skin Care,Face Masks,178550462,ClevHam Retail,Hempz,4.99,4.99,1,1.0,2022-03-20 03:01:11
2,2012-07-27,1757923.88,0,86.37,3.407,221.5785461,6.565,I Mask Firming Transformation Mask by Image for Unisex - 2 oz Mask,Skin Care,Face Masks,208570538,Beautyworld,IMAGE,37.99,37.99,1,5.0,2022-03-20 03:01:11
2,2012-08-03,1946104.64,0,90.22,3.417,221.5869799,6.565,"Derma E Purifying 2-In-1 Charcoal Face Mask, 1.7 Oz",Skin Care,Face Masks,103721456,Walmart.com,Derma E,13.32,19.5,960,4.6,2022-03-20 03:01:11
2,2012-08-10,1866719.96,0,88.55,3.494,221.5954138,6.565,Miss Spa Detox Facial Sheet Mask 0.88 Ounce,Skin Care,Face Masks,139379002,NBO LLC,Miss Spa,4.65,4.65,10,4.8,2022-03-20 03:01:11
2,2012-08-17,1928016.01,0,84.79,3.571,221.6751459,6.565,"Alba Botanica Hawaiian Facial Mask, Pore-fecting Papaya Enzyme 3 oz",Skin Care,Face Masks,523830351,Pharmapacks,Alba Botanica,9.4,9.4,4,5.0,2022-03-20 03:01:11
2,2012-08-24,1876788.15,0,76.91,3.62,221.8083518,6.565,"le mieux hyaluronic shea mask, 2.0 ounce",Skin Care,Face Masks,881133927,Beautyworld,Le Mieux,13.99,13.99,0,0.0,2022-03-20 03:01:11
2,2012-08-31,1947083.3,0,82.64,3.638,221.9415576,6.565,"Swan Star 24K Gold Bio-Collagen Gel Facial Mask, 10 Piece",Skin Care,Face Masks,832277053,EZGO Group Inc,Swan Star,12.99,12.99,3,2.0,2022-03-20 03:01:11
2,2012-09-07,1898777.07,1,87.65,3.73,222.0747635,6.565,"Soo'AE Revive Gold Peel Off Mask, 3.3 Fl. Oz.",Skin Care,Face Masks,204150685,DKCOS CORP,,9.99,9.99,2,3.5,2022-03-20 03:01:11
2,2012-09-14,1814806.63,0,75.88,3.717,222.2174395,6.565,"Aztec Secret Indian Healing Clay Deep Pore Cleansing, 1 Pound",Skin Care,Face Masks,258895515,Sexy Sparkles,Aztec Secret Indian Healing Clay,12.85,12.85,1,5.0,2022-03-20 03:01:11
2,2012-09-21,1829415.67,0,71.09,3.721,222.4169362,6.565,"Hydration and Overnight Recovery Mask, Night Mask, 50ml (1.7 Oz)",Skin Care,Face Masks,896560023,SKIN AUTHORITY MARKETPLACE,Olay,12.99,12.99,1,5.0,2022-03-20 03:01:11
2,2012-09-28,1746470.56,0,79.45,3.666,222.6164329,6.565,"Calcium Bentonite Clay Food Grade Powder - 2 Lb Pure, Natural, USA Sourced Powder for Internal and External Use. Great for Detox, Toothpaste, Smoothies, DIY Clay Face Treatment, Etc 2 Poun",Skin Care,Face Masks,810165768,JP & A ASSOCIATES GROUP LLC,,25.48,25.48,0,0.0,2022-03-20 03:01:11
2,2012-10-05,1998321.04,0,70.27,3.617,222.8159296,6.17,Tonymoly Egg Pore Nose Pack,Skin Care,Face Masks,183822913,The Glowest,Tony Moly,6.5,6.5,1,4.0,2022-03-20 03:01:11
2,2012-10-12,1900745.13,0,60.97,3.601,223.0154263,6.17,"Image Skincare The Max Stem Cell Face, 2 Oz",Skin Care,Face Masks,822863781,WellnessCenter,Image Skin Care,24.79,24.79,0,0.0,2022-03-20 03:01:11
2,2012-10-19,1847990.41,0,68.08,3.594,223.0598077,6.17,Dr. Jart+ Shake and Shot Shaking Rubber Elastic Shot 50 g / 1.7 oz,Skin Care,Face Masks,631729867,KosMetics,Dr. Jart+,9.98,9.98,0,0.0,2022-03-20 03:01:11
2,2012-10-26,1834458.35,0,69.79,3.506,223.0783366,6.17,"Bliss Green Tea Mask, Clarifying Overnight Gel Mask with Azelaic Acid & Green Tea, 1.7 fl oz",Skin Care,Face Masks,185518028,Adorevita,Bliss,18.99,18.99,146,4.2,2022-03-20 03:01:11
3,2010-02-05,461622.22,0,45.71,2.572,214.4248812,7.368,Image Skincare Ageless Total Overnight Face Mask 1.7 oz - New in Box,Skin Care,Face Masks,891338863,Walmart.com,Image Skin Care,45.4,75.0,0,0.0,2022-03-20 03:01:11
3,2010-02-12,420728.96,1,47.93,2.548,214.5747916,7.368,Dr Dennis Gross Alpha Beta Universal Daily Peel 30 Treatments,Skin Care,Face Masks,316671831,Luminescence,Dr. Dennis Gross,90.79,90.79,130,4.8,2022-03-20 03:01:11
3,2010-02-19,421642.19,0,47.07,2.514,214.6198868,7.368,Marainbow Blackhead Remover Nose Mask Pore Strip Black Peel Off Facial Mask Acne Treatment Black Deep Cleansing Face Skin Care,Skin Care,Face Masks,896545990,"DongguanXYZElectronicTech Co., Ltd.",MaRainbow,8.56,8.56,0,0.0,2022-03-20 03:01:11
3,2010-02-26,407204.86,0,52.05,2.561,214.6475127,7.368,"Aztec Secret Indian Healing Clay, Deep Pore Cleansing Facial & Healing Body Mask 16 oz (Pack of 6)",Skin Care,Face Masks,266831750,Pharmapacks,Aztec Secret Indian Healing Clay,34.95,34.95,8,4.4,2022-03-20 03:01:11
3,2010-03-05,415202.04,0,53.04,2.625,214.6751386,7.368,Skinfood Rice Face Mask Wash Off,Skin Care,Face Masks,169862024,The Glowest,Skinfood,9.99,9.99,2,4.5,2022-03-20 03:01:11
3,2010-03-12,384200.69,0,63.08,2.667,214.7027646,7.368,Dermalogica Charcoal Rescue Face Mask 2.5 oz,Skin Care,Face Masks,153973845,Ibeautyplace,Dermalogica,32.5,32.5,2,4.5,2022-03-20 03:01:11
3,2010-03-19,375328.59,0,60.42,2.72,214.5301219,7.368,Keana Nadeshiko Rice Mask 10 Pieces Japan 1 pack,Skin Care,Face Masks,849487232,TAKASHIMA,KEANA NADESHIKO,9.5,9.5,0,0.0,2022-03-20 03:01:11
3,2010-03-26,359949.27,0,57.06,2.732,214.3241011,7.368,"L'Oreal Paris Age Perfect Cell Renewal Rosy Tone Mask, 1.7 oz",Skin Care,Face Masks,444780734,Plant your Seeds LLC,L'Oreal Paris,20.5,20.5,380,4.6,2022-03-20 03:01:11
3,2010-04-02,423294.4,0,65.56,2.719,214.1180803,7.343,Keune Care Color Brillianz Face Mask 6.8 oz.,Skin Care,Face Masks,515316543,hBARSCI LLC,Keune,19.99,19.99,0,0.0,2022-03-20 03:01:11
3,2010-04-09,415870.28,0,68.0,2.77,213.9120595,7.343,"Ahava Active Deadsea Minerals Time to Clear Purifying Mud Face Mask, 3.4 fl oz",Skin Care,Face Masks,28668948,VERBENA PRODUCTS LLC DBA Beautyvice,Ahava,19.49,19.49,4,4.8,2022-03-20 03:01:11
3,2010-04-16,354993.26,0,66.98,2.808,213.7726889,7.343,"Face Slimming Belt, Facial Cheek V Shape Lift Up Thin Mask Strap Face Line Anti Wrinkle Beauty Tool Double Chin Reduce Bandage",Skin Care,Face Masks,767775949,Joybuy,Vicooda,9.38,9.38,0,0.0,2022-03-20 03:01:11
3,2010-04-23,339976.65,0,67.87,2.795,213.7221852,7.343,Elizavecca Milky Piggy Carbonated Bubble Mask,Skin Care,Face Masks,123119768,BeautyPOP,Elizavecca,12.5,12.5,13,4.2,2022-03-20 03:01:11
3,2010-04-30,361248.39,0,70.24,2.78,213.6716815,7.343,"hydropeptide polypeptide collagel plus eye Face Masks, 8 ct.",Skin Care,Face Masks,234561125,WellnessCenter,HydroPeptide,34.95,34.95,0,0.0,2022-03-20 03:01:11
3,2010-05-07,399323.86,0,73.47,2.835,213.6211778,7.343,"Freeman Polishing Gel Face Mask+ Scrub Charcoal + Black Sugar, 0.05 FL OZ",Skin Care,Face Masks,28985948,Pharmapacks,Freeman,5.99,5.99,4992,4.3,2022-03-20 03:01:11
3,2010-05-14,384357.94,0,77.18,2.854,213.6196139,7.343,"Divine Derriere Peel Neutralizer, At-Home Peel Neutralizer Used with Glycolic Acid, Lactic Acid, Mandelic Acid",Skin Care,Face Masks,975010977,DIVINE DERRIERE,Divine Derriere,14.99,14.99,0,0.0,2022-03-20 03:01:11
3,2010-05-21,343763.17,0,75.81,2.826,213.9116886,7.343,SheaMoisture 100% Virgin Coconut Oil Overnight Hydration Glowing Sleep Mask,Skin Care,Face Masks,767574115,NBO LLC,SheaMoisture,7.99,7.99,5,4.2,2022-03-20 03:01:11
3,2010-05-28,350089.23,0,78.6,2.759,214.2037634,7.343,"JM Solution Marine Luminous Pearl Deep Moisture Mask Box, 10 pcs",Skin Care,Face Masks,414211606,Galaxy Entry International,JMsolution,16.98,16.98,4,5.0,2022-03-20 03:01:11
3,2010-06-04,396968.8,0,78.53,2.705,214.4958382,7.343,"SK-II Facial Treatment Face Mask, 6 Pcs",Skin Care,Face Masks,198170804,Ace Cosmetics Inc.,SK-II,80.75,95.0,2141,4.4,2022-03-20 03:01:11
3,2010-06-11,355017.09,0,82.1,2.668,214.787913,7.343,[Laneige] 2015 Renewal - Water Sleeping Mask,Skin Care,Face Masks,931814301,Marketplace Store,Laneige,18.49,18.49,0,0.0,2022-03-20 03:01:11
3,2010-06-18,364076.85,0,83.52,2.637,214.7858259,7.343,Freeman Feeling Beautiful Facial Clay Mask Mint & Lemon 6 oz (Pack of 2),Skin Care,Face Masks,44722691,Pharmapacks,Freeman,11.99,11.99,1,5.0,2022-03-20 03:01:11
3,2010-06-25,357346.48,0,83.79,2.653,214.6660741,7.343,Eve Lom Moisture Mask 3.3oz/100ml,Skin Care,Face Masks,104506424,Ferebe,,68.5,68.5,0,0.0,2022-03-20 03:01:11
3,2010-07-02,381151.72,0,82.2,2.669,214.5463222,7.346,Erno Laszlo New York White Marble Brighten & Lighten Face Mask 4 Applications,Skin Care,Face Masks,813403837,"Milano Prime, Inc.",,39.0,39.0,188,4.5,2022-03-20 03:01:11
3,2010-07-09,349214.18,0,81.75,2.642,214.4265704,7.346,Anti Wrinkle Facial Pad Set Reusable Grade Silicone Forehead Nasolabial Folds Anti-aging Mask Face Wrinkle,Skin Care,Face Masks,708789772,Save money,Anself,10.28,20.56,0,0.0,2022-03-20 03:01:11
3,2010-07-16,352728.78,0,84.32,2.623,214.4176476,7.346,"[ 23 Years Old ] Aqua Bab Modeling Mask - Gel-Type Facial Mask for Intense Hydration, Balanced Skin, Moisturized Skin",Skin Care,Face Masks,993526375,PSYDUCKONLINE,23 years old,7.49,7.49,0,0.0,2022-03-20 03:01:11
3,2010-07-23,352864.49,0,83.32,2.608,214.5564968,7.346,"AsaVea Blackhead Peel Off Mask With Brush, Black mask, Blackhead Remover Mask, Purifying Black Peel off Charcoal Mask, Pore Removal Peel off Strip Mask Blackhead Acne Black Mud Facial Mask 80g",Skin Care,Face Masks,374642946,EMStore,AsaVea,11.98,14.98,1,5.0,2022-03-20 03:01:11
3,2010-07-30,347955.05,0,82.04,2.64,214.695346,7.346,JayJun - Gold Snow Black Face Sheet Mask - 5 Count,Skin Care,Face Masks,391066375,K-Pop Beauty,JAYJUN,27.95,27.95,0,0.0,2022-03-20 03:01:11
3,2010-08-06,402635.76,0,85.13,2.627,214.8341952,7.346,( Pack Of 2 ) Aztec Secret - Indian Healing Clay - 2 lb. | Deep Pore Cleansing Facial & Body Mask | The Original 100% Natural Calcium Bentonite Clay,Skin Care,Face Masks,327742765,Exquisite Buys,Aztek,30.85,30.85,1,3.0,2022-03-20 03:01:11
3,2010-08-13,339597.38,0,86.74,2.692,214.9730444,7.346,PCA Skin Detoxifying Face Mask 2.1 oz.,Skin Care,Face Masks,378644652,Walmart.com,PCA Skin,37.3,60.0,0,0.0,2022-03-20 03:01:11
3,2010-08-20,351728.21,0,88.02,2.664,214.9314191,7.346,Anti Wrinkle Facial Pad Set Reusable Medical Grade Silicone Forehead Nasolabial Folds Anti-aging Mask Prevent Face Wrinkle,Skin Care,Face Masks,901051414,Save money,Anself,9.69,19.38,1,1.0,2022-03-20 03:01:11
3,2010-08-27,362134.09,0,86.15,2.619,214.8897938,7.346,SOS Pure Rebalancing Clay Face Mask by Clarins for Women - 2.7 oz Face Mask,Skin Care,Face Masks,287558354,Skin Perfect Cosmetics,Clarins,19.7,19.7,24,4.6,2022-03-20 03:01:11
3,2010-09-03,366473.97,0,84.16,2.577,214.8481685,7.346,"Freeman Feeling Beautiful Rejuvenating Cucumber + Pink Salt Clay Mask, 0.5 fl oz",Skin Care,Face Masks,154131191,Vitabox,Freeman,6.52,6.52,1203,4.3,2022-03-20 03:01:11
3,2010-09-10,352260.97,1,80.84,2.565,214.8065431,7.346,Neck Firming Cream Double Chin Reducer and Face Shaping Tightening Masks. Anacis,Skin Care,Face Masks,740290411,MedactiveUSA corp,Anacis,31.99,31.99,41,4.7,2022-03-20 03:01:11
3,2010-09-17,363064.64,0,82.36,2.582,214.8322484,7.346,"Yes To Grapefruit Vitamin C Boosting Sleeping Face Mask, 0.13 Fl. Oz.",Skin Care,Face Masks,584078378,NBO LLC,Yes To,4.99,4.99,5,5.0,2022-03-20 03:01:11
3,2010-09-24,355626.87,0,76.9,2.624,214.9084516,7.346,PONDS CHARCOAL CLAY MASK 6PK/0.35OZ,Skin Care,Face Masks,281482240,Pharmapacks,POND'S,6.67,6.67,0,0.0,2022-03-20 03:01:11
3,2010-10-01,358784.1,0,73.6,2.603,214.9846548,7.564,Revision Skincare Black Mask 1.7oz/48g,Skin Care,Face Masks,126833220,FRESH DROPLETS,Revision,33.28,33.28,1,5.0,2022-03-20 03:01:11
3,2010-10-08,395107.35,0,66.99,2.633,215.060858,7.564,"New SHILLS Purifying Black Peel-off Mask,Facial Cleansing, Increases Vitality Blackhead Remover Deep Cleanser, Acne Face Mask (Si",Skin Care,Face Masks,618908958,Mitienda44 LLC,MT44,8.69,8.69,1,5.0,2022-03-20 03:01:11
3,2010-10-15,345584.39,0,69.71,2.72,215.1293114,7.564,Lapcos Milk Sheet Mask 5 pack,Skin Care,Face Masks,669766792,Beauty Pro,LAPCOS,13.45,13.45,0,0.0,2022-03-20 03:01:11
3,2010-10-22,348895.98,0,71.64,2.725,215.17839,7.564,"Charcoal Detox Clay Facial Mask and Cleanser With Vita Burst Charcoal Beads,Reduces Pores,Purges Blackheads and Treats Acne, 2oz By Diva Stuff",Skin Care,Face Masks,147581562,Diva Stuff LLC,Diva Stuff,13.99,13.99,1,5.0,2022-03-20 03:01:11
3,2010-10-29,348591.74,0,72.04,2.716,215.2274686,7.564,"Neutrogena Hydro Boost Hydrating Hydrogel Mask,  2 Pack",Skin Care,Face Masks,803948123,Pharmapacks,Neutrogena,7.72,7.72,277,4.1,2022-03-20 03:01:11
3,2010-11-05,423175.56,0,62.94,2.689,215.2765472,7.564,"Erno Laszlo Hydra-Therapy Memory Sleep Face Mask, 1.35 Oz",Skin Care,Face Masks,390396823,Magnum Marketing LLC,Erno Laszlo,39.97,39.97,380,4.7,2022-03-20 03:01:11
3,2010-11-12,386635.03,0,62.79,2.728,215.3256258,7.564,Natural Elephant Dead Sea Mud Mask 9.9oz Jar,Skin Care,Face Masks,381551732,Go Beauty,Natural Elephant,13.99,13.99,3,4.7,2022-03-20 03:01:11
3,2010-11-19,372545.32,0,57.72,2.771,215.2074519,7.564,"Clinique Moisture Surge Overnight Face Mask, 2.5oz/75ml",Skin Care,Face Masks,338687827,Sweetsparkle,,12.99,12.99,0,0.0,2022-03-20 03:01:11
3,2010-11-26,565567.84,1,68.71,2.735,215.0614025,7.564,"Benton Snail Bee Ultimate, Hydrogel Eye Patch, 60 Pieces",Skin Care,Face Masks,840995614,Wellpacks,Benton,19.49,19.49,2,5.0,2022-03-20 03:01:11
3,2010-12-03,476420.77,0,53.76,2.708,214.9153531,7.564,"FILORGA MESO-Face Mask, 50 ML / 1.69 FL.OZ.",Skin Care,Face Masks,237631634,Skin Perfect Cosmetics,Filorga,39.6,39.6,0,0.0,2022-03-20 03:01:11
3,2010-12-10,467642.03,0,51.13,2.843,214.7693037,7.564,Delicate Facial Thin Face Mask Slimming Bandage Skin Care Belt Shape And Lift Reduce Double Chin Face Mask Face Thining Band,Skin Care,Face Masks,900662966,OBSIDIAN TRADING,,6.99,10.48,0,0.0,2022-03-20 03:01:11
3,2010-12-17,498159.39,0,52.2,2.869,214.704919,7.564,Sagging Neck Lift Double Chin Reducer Face Slim Vela Contour 5 Facial Masks,Skin Care,Face Masks,123804243,MedactiveUSA corp,Anacis,18.87,18.87,24,4.3,2022-03-20 03:01:11
3,2010-12-24,605990.41,0,57.16,2.886,214.7017828,7.564,"Garnier SkinActive Super Hydrating Sheet Mask, Hydrating, 1.08 fl. oz.",Skin Care,Face Masks,170340195,AmericaRx Smart Shop,Garnier SkinActive,6.65,6.65,359,4.0,2022-03-20 03:01:11
3,2010-12-31,382677.76,1,53.2,2.943,214.6986466,7.564,"(30 Pairs)24k Gold Eye Mask-with Collagen Under Eye Patches,Hydrating Firming Skin Remove Dark Circles Eye Bags,Anti-Aging Eye Pads",Skin Care,Face Masks,667855965,Keimprove LLC,BODYJONES,11.07,11.07,0,0.0,2022-03-20 03:01:11
3,2011-01-07,378241.34,0,53.35,2.976,214.6955104,7.551,Oh K! After Sun Cucumber Sheet Mask with Aloe Vera-0.67 fl.oz.,Skin Care,Face Masks,238061461,Eabargain Inc,Oh K!,5.6,5.6,0,0.0,2022-03-20 03:01:11
3,2011-01-14,381061.1,0,44.76,2.983,214.7470729,7.551,"L'Oreal Paris Pure-Clay Mask Detox & Brighten with Charcoal for Dull Skin, 1.7 oz",Skin Care,Face Masks,528576626,You Are Great LLC,L'Oreal Paris,46.5,46.5,5304,4.5,2022-03-20 03:01:11
